99998 100000
0 69121 50
1 63045 89666
1 4887 49789
0 24609 2
0 94054 81
0 72098 45
1 14332 56735
0 41263 31
1 29509 40157
1 458 38616
0 89875 68
1 23406 95901
0 57831 91
0 21984 14
0 69431 61
0 11340 71
0 91831 75
1 94800 98662
1 36317 38498
0 32956 89
0 403 74
1 5604 34761
0 9068 62
1 6330 74577
1 26868 70653
1 22345 56715
0 43634 80
1 11871 95956
1 64944 92271
1 64094 69929
1 38984 43240
1 39832 62268
1 5481 99786
1 26021 74558
1 54941 65943
1 19310 50970
0 94639 67
0 19934 5
0 25172 10
1 8320 9754
0 14187 12
0 92688 71
0 8957 71
0 30616 25
0 91421 23
1 41079 51617
0 7241 48
1 34264 43871
1 31064 50718
1 25144 52620
1 70111 80053
0 44454 42
1 19850 24081
1 21063 41017
0 36051 25
0 61562 15
0 56148 73
0 80270 32
0 41838 93
0 55103 44
1 5261 42328
1 3787 84432
0 73827 47
0 58765 45
0 32713 53
1 16371 64908
0 36245 91
1 44559 74872
0 67258 54
0 83574 73
0 99528 83
1 3219 60211
0 4476 47
1 10015 77314
1 68364 94721
0 94140 98
0 87666 8
1 57643 85376
0 88099 62
0 97683 6
0 97900 86
1 67088 97073
0 2410 49
1 13965 14593
0 77505 14
0 37650 16
1 8056 61035
1 53625 53759
0 61602 34
1 33496 42925
1 9000 46017
1 12360 61272
1 33375 61418
1 39673 70376
0 89921 89
1 50418 70721
1 23280 49922
0 90081 26
1 18178 98464
0 36011 19
1 83286 88250
0 55058 43
1 16634 37733
0 44025 71
1 4021 99916
0 94907 12
0 95373 45
0 83549 24
0 54446 43
1 14037 92813
1 24611 61519
1 45963 90017
1 54614 99637
1 66867 87261
1 89627 93399
0 8677 8
1 7771 90491
0 13063 6
0 64715 75
1 16174 61889
1 41072 95151
1 5811 55397
1 42917 43262
0 84224 47
0 67035 35
0 67997 61
0 84080 87
0 56905 93
0 72618 33
1 47230 76381
0 47140 15
1 81825 89011
0 67834 75
1 34240 75373
1 24659 52639
0 25848 2
1 56811 71100
0 22826 32
0 20059 88
1 7433 73172
0 49580 73
1 56273 68364
1 58536 92470
1 2523 14006
0 6536 44
0 18479 98
1 10509 91857
0 53877 67
0 90101 49
0 2873 68
1 11060 19934
1 39864 83101
0 42722 94
1 40363 90461
1 8007 51410
1 76000 96942
1 37815 64345
0 82148 78
1 11801 51991
0 24647 14
1 14675 30812
1 25350 91361
1 50955 60630
0 9160 31
1 24385 34576
1 22074 83504
1 42074 78249
0 79143 3
0 77403 32
1 50390 67766
1 83819 96621
1 28079 29500
1 44148 89607
1 65911 93029
1 19030 48863
1 9105 55538
0 98492 4
1 91771 98874
1 11252 49105
1 46826 49094
0 39030 94
0 87856 37
1 2029 6436
0 65705 82
0 19517 81
1 20758 52768
1 75524 94257
1 64255 77398
0 32294 77
1 8342 95145
1 25729 76326
0 28777 35
1 24052 75193
0 88584 11
0 67689 34
0 13829 57
1 16355 55988
0 52964 35
1 62275 66982
0 50060 98
0 21037 61
1 15284 26248
1 24719 87642
1 63629 65930
0 46359 74
0 79291 98
0 92410 14
1 1088 82940
1 21422 92270
1 16362 28249
1 41872 70647
1 26581 32159
0 75404 49
0 11310 91
0 12473 62
0 18426 19
0 9142 98
1 10732 47357
1 29985 97400
1 23531 97575
0 6578 84
0 39167 70
0 45933 87
0 40080 52
0 45955 56
1 6763 79342
1 35622 86096
1 72413 99262
1 44972 56119
1 49170 83406
1 57130 74745
0 17566 77
0 52418 5
1 30146 62906
0 68681 16
0 17886 6
0 58205 32
0 39258 63
1 84009 90927
0 32589 11
0 92199 62
0 98138 74
1 13805 54206
0 7708 8
0 53523 31
0 90767 90
0 82330 97
0 54655 30
0 20415 82
1 10343 59838
0 28901 57
0 85166 97
0 72100 22
0 4703 49
0 30966 0
0 64169 48
0 25233 88
0 85364 25
1 12321 85951
0 39365 61
0 92984 35
1 6784 14978
0 6328 13
0 71895 38
1 47478 75091
1 36406 60480
1 53149 89778
1 27537 77807
1 41167 56241
1 30788 36049
0 65740 84
1 9713 31500
0 77545 54
1 42732 96431
0 35766 73
1 55285 80453
1 61001 71883
0 19104 50
0 14931 10
0 64650 6
0 59672 53
1 76668 83154
0 31069 58
0 162 40
1 22151 80603
0 99379 90
1 63902 93974
0 46941 14
0 49657 6
1 27278 60621
0 6469 13
0 41820 93
0 16547 83
1 25860 55637
1 44113 99226
1 74140 93638
1 2466 41106
1 19097 76849
1 43289 59735
0 7909 11
1 17607 49287
1 42178 75002
0 49634 95
1 19284 34195
0 2553 25
0 95050 39
0 13087 82
0 36662 13
1 21499 71839
0 36819 63
0 61963 15
1 7391 86579
1 31669 35000
0 53997 11
0 31460 85
0 79875 86
0 29746 24
0 10579 59
1 4841 65264
0 57695 46
0 64737 5
0 46284 4
1 85060 99598
1 44888 86465
0 31413 98
1 31971 89155
0 16689 44
0 22303 27
1 51037 87280
1 3970 87835
0 31922 64
1 19293 46454
0 1876 29
1 24330 79606
0 13132 56
1 31871 75206
0 47901 22
0 67563 18
1 2313 24667
1 58347 95148
1 6007 7531
0 11615 1
0 23770 57
0 94200 0
0 36683 4
0 80897 16
1 43437 56158
0 62614 1
0 11404 48
1 55645 86156
0 99989 23
0 73033 91
1 10387 14002
1 23228 29796
1 36190 66811
0 79775 80
1 1310 36779
1 83804 93521
0 26274 64
1 74061 95091
0 80508 46
1 552 6443
0 92267 12
0 57681 97
1 51486 69571
0 52986 45
0 68997 35
1 18288 67977
0 32405 3
0 94028 26
0 61480 66
0 84764 67
1 54408 91058
1 54275 77684
1 38123 62712
1 22858 35262
1 78183 86540
1 5402 54296
0 33384 30
1 24642 58879
1 40692 43720
0 60602 24
1 7455 58162
1 31238 94420
1 40537 70212
1 13077 21270
1 47429 76217
1 91582 96940
0 35405 79
0 40648 16
0 85551 11
0 93825 46
1 37280 59218
0 28703 17
1 18634 92517
1 53878 82804
1 50750 63708
0 82949 77
0 64681 36
0 12068 88
1 66951 79989
0 97735 25
0 40769 98
0 65692 23
0 22239 40
0 12108 68
0 24142 66
0 25181 7
1 28885 74643
1 1042 97599
0 21902 81
1 33789 63711
0 2054 68
0 15043 64
0 37608 90
0 95499 98
1 5174 62338
0 47289 90
0 6809 5
0 75523 99
1 14248 33277
1 16706 71780
1 5896 19430
1 19261 72355
0 5971 19
0 65636 55
0 28068 98
1 82076 84667
0 60334 64
1 18456 73529
1 6792 24836
0 14685 59
0 78553 57
0 6474 56
1 20096 95244
0 69292 49
1 41206 81016
0 76795 55
0 95336 24
1 8077 21228
0 97870 7
1 34393 55137
0 6697 0
1 3650 63928
0 54142 57
1 13349 63818
0 43455 8
0 34859 24
0 48683 62
0 22007 16
1 29306 76853
1 20199 43103
0 89066 39
0 47744 88
0 39224 57
0 52771 80
0 75917 64
1 71364 95060
1 23362 87951
0 85160 53
1 32603 65238
1 38772 80160
1 5176 32578
0 41258 19
0 71038 83
0 78826 80
1 4939 87200
0 75457 11
1 62225 65658
1 12711 86322
0 95317 58
0 41940 35
0 69884 80
0 30048 89
1 16178 81221
0 96118 9
1 2411 98246
0 61630 96
1 30733 34282
1 88224 90556
1 36279 37393
0 942 47
0 23177 19
1 12622 56493
1 25528 44915
1 25754 62918
1 35008 47189
0 51081 55
0 534 55
1 58457 65750
1 47472 93129
1 46160 63393
0 85108 10
1 18178 32824
1 69217 90428
0 37049 89
1 2669 86242
1 65172 80623
0 85782 95
0 34603 6
1 73675 86497
0 31182 10
1 5738 96732
1 17800 93350
0 27019 45
0 17853 22
0 1373 96
0 54389 70
0 42877 32
1 19836 38100
1 3255 77082
1 23673 73320
0 48946 79
1 45376 98537
0 39198 11
1 2057 14407
0 3577 32
1 24668 43775
0 97676 85
0 47842 47
0 19814 37
0 42391 92
1 24076 34139
1 57366 75673
0 99029 83
0 23274 95
0 72018 54
0 1769 22
0 22781 76
0 40753 55
0 13223 90
1 46650 60016
0 34743 15
1 56990 70511
0 41566 53
0 57431 41
0 45355 59
0 16033 31
0 47231 50
0 1325 1
1 58963 79633
0 79445 2
0 90968 71
1 42841 61563
1 58373 95906
1 29285 35749
0 79606 74
1 72483 97412
0 67502 71
0 85782 56
0 25873 5
1 36058 82607
0 92669 22
1 21335 53780
0 85664 25
0 62773 70
0 85385 22
0 40070 6
0 50546 24
0 94138 82
0 53577 26
1 7309 89507
1 10901 30049
0 25889 19
0 39194 58
0 78017 79
0 98426 58
0 39238 55
0 87652 93
1 33900 98598
0 72645 16
0 17908 41
0 56958 77
0 23486 5
1 33221 83008
1 63265 97623
0 87238 19
0 82718 8
0 51628 11
1 62513 63470
0 85249 95
1 57323 87530
0 4422 38
0 46363 99
1 45837 85188
1 36737 95360
1 11784 29548
0 19385 14
1 66454 81426
0 94431 6
1 17106 88655
0 80923 7
0 95098 89
0 44258 71
0 62771 20
1 5226 28002
1 13588 95186
0 4873 63
0 67267 91
0 35253 91
1 54941 95123
0 80217 59
0 98492 34
0 79384 43
1 11377 38603
0 41078 12
0 8410 8
1 67980 78395
1 47536 80214
0 99572 15
1 68290 77440
0 70643 76
0 16602 1
0 65893 41
0 24288 27
0 56502 40
1 46885 50493
0 59959 30
1 13173 47828
1 517 74365
1 86838 89646
1 39702 73602
0 39494 53
0 5126 90
1 13931 54116
1 65659 85307
1 8317 95189
0 97320 32
0 45504 36
0 85091 79
0 13892 46
0 49668 40
1 4444 36566
1 40536 68585
0 56544 62
1 45270 74849
1 59406 63460
1 27839 35323
0 47133 0
1 80000 94903
0 25259 18
0 82717 96
0 44728 7
0 28896 62
0 21946 24
1 16083 28245
1 44906 45834
1 35834 40324
1 42327 58538
1 32707 69687
0 25961 79
0 64970 60
0 63210 44
1 52237 73539
0 35498 5
0 18995 30
0 88796 5
0 42305 85
1 79256 90157
0 80355 17
1 18143 67280
0 96438 92
1 84888 98625
0 31363 86
1 45914 55149
0 91780 24
1 51158 78693
1 8319 43916
1 4344 90924
1 7134 14300
1 11804 88063
1 15861 68844
0 7783 71
0 75967 53
0 29038 52
1 7363 97434
0 45758 89
1 4329 15014
1 22753 86966
0 47515 47
1 11596 53417
0 47005 38
0 77902 74
0 90876 51
1 41101 48151
0 25786 41
1 56406 73998
0 86436 70
1 14649 36179
0 34321 50
1 815 60370
1 22044 60663
1 73174 93837
1 42915 68517
0 67696 66
0 6067 12
1 41296 73345
0 9662 30
1 15373 74635
0 92682 64
0 89439 80
1 62559 99657
1 50702 96624
1 3307 50196
1 28822 85908
0 37686 1
0 87661 35
0 8173 26
0 37636 58
0 79697 11
1 4021 27506
1 51257 51331
1 19653 88053
0 69146 40
1 11194 15943
1 21150 67060
1 26272 31343
1 59165 92299
0 76922 52
0 35 75
1 76260 92934
0 41752 66
1 49251 93465
1 45233 98632
0 56200 1
0 63514 8
0 56968 58
1 73090 91535
1 3831 51656
1 62307 69644
1 7567 54821
0 59853 11
1 8934 32866
0 91888 54
0 5513 42
0 25682 40
0 45415 59
1 87277 98842
1 68514 91454
1 1144 93470
0 91383 59
0 83239 44
1 29847 58683
1 8394 72941
1 30090 62510
1 1886 29022
1 46460 89775
0 21607 56
0 49271 15
0 87278 31
1 12801 83406
1 1379 11254
1 34479 95759
1 60073 63204
1 7451 40635
1 16077 58197
1 43283 73350
1 29725 64534
1 310 9876
1 62962 68003
0 78119 51
1 45706 56232
1 4307 12487
0 35594 38
0 35906 87
0 35359 12
0 47278 27
1 44770 82350
0 10700 87
1 188 84705
1 30175 70955
1 38668 55820
0 53558 40
0 91214 51
0 61718 63
1 51102 65607
0 57702 0
1 16034 49166
0 29408 64
0 37666 16
0 50571 38
1 47792 72229
0 45508 52
0 36720 51
0 82745 92
0 11436 57
0 74286 11
0 98016 22
0 19083 89
0 34211 69
0 26362 98
1 50894 72987
1 1454 93867
0 55629 84
0 57840 71
1 2753 7702
1 3910 61827
0 2618 9
0 49570 48
0 44217 43
0 67509 19
1 88702 88774
1 66065 83947
0 19594 57
0 96979 76
1 52944 94596
1 40427 50216
0 3583 12
1 76523 80357
0 25776 98
1 26032 57578
0 37042 20
1 36716 55005
1 17294 66404
0 3508 50
1 83918 86735
1 2443 70883
1 27429 52226
1 17447 27509
0 4164 36
1 3762 55076
1 25315 70324
1 39093 46511
1 6557 97539
0 61304 30
1 25198 53912
1 17939 59197
0 2415 85
0 93804 76
0 82318 61
0 10342 46
0 16151 84
0 78174 34
0 54403 17
1 15890 83160
1 2685 67624
0 65384 39
1 23467 96591
1 76322 76727
1 17019 46806
0 28646 97
0 48434 0
0 80781 15
1 59953 97321
0 67097 87
0 5375 72
0 63617 75
1 53463 89186
1 1162 50392
1 9928 67299
0 13657 33
1 27325 37497
1 47036 60164
1 4909 85292
0 59958 39
0 26230 62
1 84041 98376
1 64743 80323
1 11754 61480
0 32118 93
1 13351 57696
0 14019 88
0 89626 84
1 10549 94544
0 34833 19
0 77812 1
0 27299 27
0 83656 8
1 41155 45788
1 32498 38709
1 46322 58547
1 30205 37468
1 51089 84288
0 90973 20
0 9548 42
1 19675 21896
0 59144 12
0 41499 7
0 27056 19
0 90173 48
0 35407 77
0 57716 63
0 16955 39
1 28308 28429
0 37746 70
0 72015 57
0 66969 9
1 20656 26708
0 42958 63
1 23309 38834
1 71399 86537
0 25720 50
1 8245 22358
1 47545 80273
0 63283 24
0 50797 45
0 34113 61
0 84692 74
0 4961 76
0 57227 56
1 14217 34700
0 79902 9
0 75748 77
0 71 72
0 84482 79
1 3304 41640
0 8041 63
0 59065 97
0 25481 2
0 82584 27
0 45392 29
1 29572 71177
0 34337 22
0 60488 82
0 55610 28
1 23002 98434
0 78710 86
0 45055 82
1 10707 55001
0 23748 91
0 11157 97
0 92532 4
0 66923 23
1 67014 96620
0 5458 11
0 29172 11
1 2635 85324
1 43775 55083
0 52099 93
0 66950 27
1 6495 28082
0 38024 80
1 57143 63958
1 36433 49111
1 45251 63667
0 3321 80
1 23973 80670
1 14399 41529
1 69668 98883
1 31255 54518
0 67089 73
0 32086 56
1 68558 78271
1 32455 40021
0 51926 22
0 85815 42
1 4191 81527
1 25537 38213
0 89370 75
1 1602 91169
1 22814 95622
1 26424 28620
0 41490 76
0 54072 68
0 13614 80
0 66211 34
0 48389 95
1 27937 87936
0 99897 18
1 18623 88494
1 39060 41968
0 32982 83
0 57161 2
0 38226 27
0 15034 83
0 29811 66
0 45601 90
0 10769 15
0 16568 73
1 5567 46008
1 46345 98894
0 33487 41
0 91692 4
0 84568 91
1 20056 33855
1 69948 98659
0 76426 9
0 59672 40
0 16545 63
0 24995 40
0 22743 8
0 29469 96
0 81304 3
1 79998 85276
1 32683 45277
0 42933 10
1 56673 79520
1 76318 81779
1 61075 95535
1 27837 31976
0 62314 49
1 78175 94441
1 79078 93625
0 32607 23
1 21341 64359
0 83547 18
1 53458 57874
0 58237 58
0 70739 5
1 1460 96423
1 26886 80492
1 54488 72650
0 1145 25
0 55914 94
0 47987 8
0 6418 39
1 32097 43767
1 31503 80255
1 19048 56334
0 14653 51
1 27924 80077
0 87788 76
0 27284 75
1 862 73036
0 8080 20
0 40930 27
1 91788 94299
0 50133 2
1 5667 78035
1 1833 99868
1 11755 53390
1 10414 38263
0 58453 81
1 47464 95985
1 54075 63727
1 51110 88848
1 42889 48099
1 34388 55247
0 86414 99
0 86567 44
0 20567 15
0 32394 53
0 62998 48
1 53768 98330
0 81013 79
0 36584 55
0 45913 1
1 19866 72494
1 58572 68966
0 25940 98
1 67388 72443
0 67318 59
1 28400 41724
0 44051 39
1 36799 71872
0 90114 87
1 51716 65002
1 61486 96122
1 59213 88010
0 22515 25
0 74205 30
0 44172 13
0 99325 53
0 73686 24
0 65919 60
0 63520 75
0 31624 16
0 82025 81
1 37641 87422
0 46090 68
1 62575 96781
0 28473 17
1 80796 99605
1 85236 93051
0 98828 31
1 40273 67631
0 16467 45
0 32760 10
0 16837 49
0 61620 97
1 53154 98992
0 45477 62
0 44865 6
0 96190 17
0 39962 93
0 87603 18
0 61487 24
1 29747 84371
1 36062 98767
0 13114 30
0 3778 57
0 80715 41
0 96878 2
0 31925 32
0 66530 42
1 36080 56692
0 23210 26
0 80825 83
1 54430 65448
0 40835 27
0 9064 11
0 9341 17
1 60524 99374
1 2265 71406
1 55262 64785
1 70403 97948
1 6291 32712
1 46018 63884
0 31618 84
0 7663 56
0 85813 45
0 58161 47
1 12127 86636
0 66860 36
0 51619 64
0 66552 49
1 67892 88148
0 57034 90
0 35344 11
0 68243 35
1 13998 61481
0 45234 62
1 2598 99058
1 42643 91182
0 26797 43
1 20124 29098
0 95918 89
0 21758 91
0 21445 78
0 69094 55
1 61200 64586
1 2035 12405
1 9002 23549
0 29379 66
0 27334 12
0 21595 22
1 38359 90669
1 29898 53050
0 4896 38
0 61546 36
1 3804 81279
1 23991 72360
1 27286 27299
0 3496 53
1 25520 46753
0 36276 61
0 93239 99
0 3303 51
0 10491 80
1 61586 65808
0 74211 38
0 69406 59
0 26698 19
0 3113 37
0 64584 58
1 45346 50220
0 26625 7
1 74789 83099
0 77167 28
1 67074 96431
1 53427 69522
1 76576 97149
0 68801 16
0 81221 62
1 50480 84688
1 59287 78451
1 28104 74286
1 35376 51342
1 5683 15000
1 35149 36951
1 34377 49829
0 99819 29
1 31288 61130
0 96790 23
1 2900 92457
0 33013 11
0 6082 81
0 47806 63
1 38085 66701
0 52138 41
0 97605 56
0 43582 4
1 9884 39446
0 59875 99
1 5839 71014
0 716 88
1 95850 97873
0 29024 25
1 51005 78961
1 31457 91934
1 19334 73986
0 43447 7
0 26962 64
0 55929 27
0 36641 29
1 27873 69002
0 54297 0
1 237 43246
0 27437 46
0 58804 84
0 72277 49
1 43149 86427
1 34417 41998
0 47533 47
0 28143 76
0 81292 58
0 58516 71
1 50315 50508
1 23398 49898
1 49618 77639
0 30743 70
1 75974 98467
0 8571 75
1 58867 97601
1 8196 33602
0 98151 50
1 13108 15090
0 22327 68
0 29738 24
0 20481 57
1 77068 85163
0 37108 60
1 25490 66483
1 37685 45743
1 74961 98916
0 90936 69
0 56988 15
1 61703 79086
1 21723 80682
1 46751 70581
0 25589 53
1 47281 95642
1 27564 47758
0 21078 15
1 29984 60483
0 99456 57
1 15894 26851
0 75741 30
1 79038 95579
0 24268 58
0 76144 45
1 23014 53386
0 62734 97
0 2824 4
0 55975 62
0 53586 95
1 45695 64215
1 7795 14286
1 6308 71611
0 35168 88
1 5138 59927
0 95535 55
1 87247 89739
0 53747 94
0 14662 23
0 57148 3
1 15544 59629
0 29186 84
1 16574 57406
1 51182 69120
0 68877 21
1 63222 93149
0 80487 50
1 25370 70967
0 73300 98
0 73710 47
0 18418 4
1 10595 58318
1 54615 99018
1 30907 80824
0 89179 76
1 10816 19641
0 70370 71
0 3404 65
0 49661 97
0 49677 0
0 2124 27
0 55833 3
1 49639 96723
0 6433 36
1 13297 72855
0 75870 61
1 12007 83789
1 8576 93701
0 4666 73
1 19338 26990
1 74113 84821
0 81874 83
1 10622 58420
0 48743 25
0 64102 64
1 37164 88560
0 40181 55
0 68215 70
1 13799 68417
0 66044 36
1 22273 65070
1 46408 93462
1 12082 34645
0 22683 7
0 33448 53
1 42370 62989
0 40196 45
1 4381 72274
1 10620 99086
1 7079 85922
0 84880 86
1 28390 99806
0 30800 62
0 89148 10
1 44806 87532
0 12507 72
0 43197 81
0 86043 25
1 7036 68940
0 54777 8
0 73392 11
1 35276 46988
1 53989 96037
0 49904 38
1 2704 79779
0 35213 77
0 29694 15
0 55596 39
0 88427 99
1 11171 22595
0 47484 7
0 57244 88
1 36657 96324
0 39130 1
0 29889 5
1 23404 24390
1 16365 92026
0 63861 83
1 54142 73768
1 16387 17144
1 54377 87709
0 71454 41
1 68231 84945
0 16542 37
1 63621 81915
0 87431 79
0 25897 22
1 9892 55326
0 95961 53
0 19743 51
1 49348 60083
1 25584 52321
1 35222 38988
1 25496 62202
1 19829 96541
1 11845 58866
1 17020 26167
0 53875 5
1 53883 67443
0 35289 62
1 64687 99663
1 57547 97640
0 74062 73
0 17409 77
0 61130 33
1 33361 98958
0 432 68
1 55877 65474
1 79212 94996
1 51000 57093
1 53858 72999
0 81710 64
1 54351 70991
0 5179 76
1 3641 5984
0 74219 75
0 15641 27
1 6233 61343
1 4640 54877
1 39709 83784
1 50502 52885
1 20190 23018
0 31561 74
1 68869 95835
0 98081 31
1 31229 59474
0 3659 33
1 23404 69711
0 96578 44
0 74805 57
0 53240 93
1 24037 89674
0 76950 32
1 31229 63017
0 4690 93
1 41357 59144
0 78631 31
1 69414 87012
0 72260 71
0 64894 7
0 8378 93
0 67312 55
1 54901 88748
0 58818 55
1 61129 79418
1 87285 87484
1 46694 55771
1 28962 44089
1 28241 93255
0 60532 33
1 6494 96211
1 3690 73861
1 64316 78408
0 74355 12
1 1760 70481
0 24769 0
0 46609 27
0 35378 23
0 2148 35
1 28973 61696
1 16304 44629
0 45438 3
0 91241 35
1 24796 52886
