100000 100000
0 92216 1
1 76116 89491
0 32478 1
1 9029 84408
1 62056 93062
0 76347 0
1 24850 62986
0 17701 0
0 55970 0
1 24361 35392
0 31801 0
0 85504 1
0 66351 0
0 68280 0
1 23489 57299
0 68816 1
0 81094 1
0 26317 0
1 16456 64239
1 19066 72778
1 61201 77956
0 62460 1
0 58307 1
1 69446 94450
1 74875 86655
1 9830 82666
1 612 46678
0 7281 1
0 17733 1
1 2508 52054
0 88857 0
0 49898 0
1 15508 59328
0 71645 0
0 57972 1
1 29601 68760
1 12256 31672
0 33483 0
1 59567 70591
1 66852 86871
1 70051 72899
1 2140 55816
1 86074 96209
0 72801 0
0 25367 1
1 42386 59387
0 69414 0
0 83175 1
1 25250 89708
1 59205 74430
1 44618 81796
0 79782 1
0 17226 1
0 16385 1
0 1081 1
0 49220 1
0 21674 1
1 30822 74093
0 48088 1
1 12220 93859
0 61735 0
0 7463 0
0 93592 1
0 71358 0
1 32139 35314
0 34720 1
1 17153 86024
1 15852 43536
1 9693 38735
1 27219 52805
1 50556 54386
1 62339 99609
0 33768 1
1 46216 87466
1 56055 56260
0 84256 1
0 16036 0
0 65355 0
1 13132 66847
0 82427 1
0 97480 1
0 88732 1
0 8857 0
0 49023 0
0 42616 0
1 42719 82568
0 54330 1
1 91399 97474
1 54592 63845
0 72270 1
0 74957 0
1 11348 89598
0 29754 1
0 37080 0
0 12276 1
1 9649 78938
1 87976 99650
1 20985 36361
1 30140 60669
1 12050 65778
0 39166 1
0 63565 0
1 12670 91434
0 70483 0
0 16886 1
0 75938 0
1 65475 68980
1 41630 96218
0 54141 1
0 61749 1
0 72400 0
0 59245 0
1 38095 50328
0 81628 1
1 39288 84355
1 23750 28614
1 24644 25380
1 37153 49540
0 70423 0
0 22912 0
1 74598 91063
1 12106 56876
0 77735 0
0 44219 0
1 36999 46028
0 42715 0
0 22525 1
0 48033 0
0 75151 1
1 1725 23521
1 1955 92660
1 1670 94010
0 63139 1
0 62625 1
0 24509 1
1 11068 25471
1 59872 87700
1 37441 37539
0 2059 1
1 74530 93725
0 8274 1
1 13819 51787
0 99202 0
0 63661 1
0 64574 1
1 65930 69206
1 54071 81975
0 71409 1
1 50325 74126
0 97298 1
1 40581 79414
0 32662 0
1 19484 94015
0 15770 1
1 17213 39579
1 58536 90543
0 5865 0
1 13378 26456
0 42648 0
0 48481 0
1 24979 31601
0 26407 1
0 64470 1
0 68379 0
1 14913 94619
0 57329 1
0 11955 0
0 97012 0
1 9401 27005
1 18243 53990
1 5543 5747
0 59149 0
1 44203 75869
0 16133 0
0 13109 1
0 76160 1
0 19328 0
0 16734 0
1 38388 54706
1 55923 66426
1 14041 39021
0 32622 1
0 80528 0
1 36977 71996
0 66790 1
1 269 28576
1 37889 77328
0 97814 0
0 64880 0
1 27182 53193
1 18209 72097
0 16381 1
0 44625 1
1 80137 96171
1 26520 65405
1 46837 77141
1 28435 30835
0 78684 0
0 53698 0
0 5808 0
1 15078 65588
0 87755 1
1 36595 94037
1 18706 67794
0 68791 0
1 67116 97875
1 49104 91427
0 63758 0
1 87060 89410
0 45022 0
1 48103 48789
0 23114 0
1 19256 51328
1 27376 28013
0 64022 0
1 82110 89528
0 68433 1
1 28808 66765
1 34773 78166
0 23256 0
0 37728 1
0 58440 0
0 72234 0
0 78024 1
1 63141 94941
1 22671 73366
1 8558 95152
1 9909 45319
1 74120 94476
0 38088 1
1 23027 37452
0 97762 0
1 21437 47789
0 82675 0
0 89021 0
0 32976 1
0 16390 1
0 82910 1
0 33167 1
1 27593 41672
0 49168 1
0 759 1
0 82923 0
1 59550 95365
0 90188 1
0 5891 1
0 33427 1
1 61684 71845
1 55600 59614
0 46648 0
0 42584 1
0 83281 0
1 45396 56817
0 27069 1
0 47070 1
1 34626 74151
1 9844 73171
0 8536 1
0 50952 1
0 87458 0
1 7934 26701
0 18557 0
0 33788 0
1 6516 95435
0 87758 0
0 24060 0
0 21577 0
0 74167 1
1 12989 17265
0 93502 0
1 37805 82088
0 37528 0
1 26973 58678
1 48005 88598
0 98517 0
1 10752 43952
1 20094 52259
1 81871 92961
1 8494 97081
0 16828 0
1 18708 26248
1 44056 93201
1 17074 51471
1 21884 79581
0 88672 1
0 11192 1
0 7271 0
1 42952 47767
0 27167 0
0 88956 1
1 26853 95832
0 91894 0
1 4847 19850
1 8925 56769
0 70491 0
0 70579 1
1 21135 70057
0 31863 0
1 42665 72240
1 263 36970
0 77910 0
1 57943 84085
0 17928 0
0 59939 1
0 68648 0
1 1406 30567
1 65568 81664
0 73276 1
1 11183 34086
1 29421 69323
1 7497 18133
1 33732 60312
1 16965 75486
0 53028 1
1 36476 80844
1 12160 48334
0 87332 0
0 18169 0
1 87959 88329
1 278 12539
0 30420 0
1 17769 32504
0 10973 0
0 57767 1
1 61892 85106
1 19690 87395
0 60896 0
0 86748 1
0 13936 0
0 25475 1
1 8707 48305
0 64871 0
1 45313 77093
1 24010 73681
1 2830 54329
1 21551 97273
1 93173 99517
0 42183 1
1 14557 58059
0 32910 0
1 53372 76206
0 82093 1
0 21319 0
1 35802 59762
1 48370 54481
0 76623 0
0 12195 0
1 64700 96209
0 29277 1
1 45747 60377
0 4587 0
1 6868 97892
1 6240 10235
1 62388 99811
0 6725 1
0 12655 0
1 40474 67108
0 57878 1
1 43749 70282
0 87525 0
0 27965 1
0 76875 0
1 21135 62353
1 7482 24943
0 15333 1
1 5711 23522
1 6998 36309
1 16159 57544
1 17075 62255
1 38813 46853
1 60804 89063
0 19233 0
0 93661 1
0 92034 1
0 19180 0
1 30672 94526
1 3153 15367
1 34421 92335
1 46899 77793
0 81893 1
0 23692 0
0 99395 0
1 69106 74100
1 49808 60249
1 6648 19138
1 69379 83034
1 80054 87732
1 18194 42265
0 375 0
1 30121 73399
0 93513 0
0 92070 1
0 89345 1
1 11065 77661
1 29089 91201
1 67003 96443
1 46182 80970
1 15097 60248
0 96329 1
0 74932 0
0 74940 1
1 54329 82365
0 10331 1
0 33175 0
1 439 37523
1 17549 90566
1 59262 74559
0 5988 1
0 33086 1
0 7769 1
1 2727 5491
0 3416 0
0 85598 1
0 88171 1
1 13024 18288
0 3398 1
1 31516 47242
1 9279 80863
0 82312 1
1 47947 64424
1 10014 22180
1 14993 95694
1 72119 96324
0 38757 0
0 12660 1
0 94423 1
1 565 94300
0 84290 0
0 80161 1
1 38524 82822
1 1772 2167
1 9083 96064
1 44143 77799
1 31237 60029
1 87269 91176
0 91490 0
0 84189 0
1 13558 94786
0 15660 1
1 24174 26355
0 7632 0
1 59014 62552
0 75021 0
1 61813 74654
0 65634 0
1 63085 74143
1 43154 78863
1 3265 53379
1 20486 37850
0 73458 1
0 7950 0
1 84579 91327
0 31120 1
1 79074 83140
0 94038 1
0 33053 0
1 18656 53299
1 51940 53177
0 16746 1
1 2047 5099
0 82099 0
0 74920 0
0 70520 1
0 1116 1
0 83706 1
0 37771 0
0 93691 1
1 9737 79559
0 78758 0
0 265 1
0 99687 1
1 18955 93816
0 4640 1
1 15618 22293
0 40647 1
0 62212 0
1 28151 54491
1 29187 33968
1 65395 78251
0 43131 1
1 12886 94111
0 47554 1
0 60083 0
0 16000 1
1 46866 52164
1 10121 62022
1 1060 40404
0 59274 1
1 13006 56342
0 61489 1
1 36955 85013
0 1155 0
0 2649 1
0 96957 1
0 19901 1
1 20510 27609
1 5108 18910
1 75128 98322
0 58927 1
0 88183 0
0 18590 0
1 83125 96063
1 21902 70388
0 17090 0
0 46927 1
1 5079 65304
1 14865 28257
1 43057 67676
0 62641 0
0 795 0
1 13733 72604
1 70215 73694
1 55263 70456
0 43048 0
1 4320 41098
0 19945 1
1 1019 8413
0 52123 1
1 20226 30667
1 55892 59320
1 70562 98586
0 64505 0
0 28813 1
0 85361 0
1 7143 78228
0 27869 1
1 4466 25402
0 95581 0
1 22792 31998
0 80243 0
0 20784 0
1 19894 56004
1 19588 57114
1 15516 64362
0 5288 0
1 22444 57489
1 26165 82443
0 54814 1
0 84027 0
1 12408 12593
0 67874 0
0 50673 1
1 22477 37964
0 25091 0
1 12971 53679
0 87051 1
0 72508 0
1 24796 57133
0 75494 1
1 44265 50747
0 81991 0
0 41527 1
0 9733 1
0 3452 1
1 44362 64648
1 34137 92926
1 25377 69249
0 11619 0
1 69371 91746
1 18694 93539
1 25684 25795
0 81178 1
0 83595 1
1 7935 41435
0 16669 1
1 60937 96494
1 1644 13720
0 65888 1
0 83206 1
1 3588 63485
1 19585 59294
1 3978 23500
1 68742 97910
1 50675 60710
0 81215 1
1 4775 50358
1 1475 69449
0 13243 1
1 23755 49056
1 77734 88316
0 56911 1
1 73405 91164
1 69104 75565
1 50346 75501
0 76358 1
0 52794 1
1 181 21797
1 11329 80932
0 58479 1
0 3485 1
0 89843 0
1 16146 62608
0 48190 0
0 4442 0
0 55473 1
1 20310 50597
0 66341 0
1 60974 93155
1 7165 48185
1 6157 9998
0 73794 1
1 2363 69172
1 39438 89605
0 2822 0
0 15088 1
1 30045 90145
0 39622 0
0 5410 1
0 46265 1
1 5147 80491
0 71638 0
1 81167 83936
0 77726 0
0 18020 0
0 56145 1
0 13275 1
0 99377 1
0 30539 1
1 11980 72500
1 7795 94116
0 6254 1
0 62122 1
0 67695 1
0 27920 0
0 71219 1
1 13860 31349
1 76466 80128
1 47846 69121
1 39232 44173
1 33086 51625
1 21171 56372
1 91993 97507
0 424 0
0 85648 0
0 38870 0
0 72041 0
0 75393 0
0 68084 0
0 29729 1
0 9816 1
1 70719 91458
1 1450 11030
1 58505 79657
1 33527 91339
0 99808 1
0 61414 0
1 32948 54797
1 77069 90230
1 66600 95724
1 24664 95877
0 17139 0
0 40093 1
1 10333 26370
1 57281 57326
1 7580 48577
1 53070 95736
0 58037 0
1 60880 83874
0 35237 1
0 56015 0
0 30925 1
1 26007 79853
0 37847 1
1 12110 91333
1 33687 52319
1 7431 85886
1 17617 96832
0 42480 1
0 32247 0
1 14078 35359
1 76450 99620
1 26222 81439
1 38809 93081
1 7877 92635
0 20696 0
1 89822 99752
0 44403 0
1 137 3294
0 48809 0
0 16369 0
1 32266 88393
1 25243 89132
0 79261 0
1 20139 42561
1 37751 45271
0 36273 1
1 69761 99160
0 37558 0
0 35938 0
0 69842 1
1 24234 52298
0 80364 1
0 86839 0
1 22638 33730
0 4391 1
0 97466 1
1 14550 33078
1 13209 42868
0 80803 1
0 67225 0
1 31509 84956
1 11907 44991
0 57167 1
0 65142 0
0 17557 1
0 60085 1
1 46736 79035
0 25381 1
0 55835 1
1 44592 66836
0 16935 0
1 64998 89818
0 79373 0
1 55521 84273
1 34031 69185
0 80660 0
1 2017 6556
0 73400 1
1 44102 92845
0 88851 1
1 46055 51264
1 58022 97696
0 65126 1
0 87979 0
0 51946 1
1 87040 93693
0 73210 1
1 24848 95531
0 98505 0
1 3342 53515
1 60424 89428
1 8378 27689
0 18684 0
1 12962 74368
1 88552 92975
0 27142 1
1 62706 86246
0 67991 0
1 52375 93271
0 19271 1
0 36118 1
1 73334 87177
1 3029 40332
0 98560 0
1 38854 39195
0 81434 0
1 13913 35588
1 22218 88529
1 57570 64057
0 26491 1
1 40492 42720
1 85500 95849
1 26838 85648
1 46695 62558
1 1249 47500
1 36500 58933
1 8440 32608
1 15946 24461
0 90047 1
1 13904 64722
1 384 64621
1 30635 43114
0 55570 1
1 26794 97950
1 64520 67992
1 67828 80484
0 72775 1
1 1589 9413
1 20001 32287
1 40572 94726
1 1341 96545
0 61300 0
0 266 0
0 16568 0
0 9890 0
0 22147 0
0 79427 0
0 69007 0
1 5411 50083
0 2337 1
0 71983 1
0 21893 0
0 50586 1
0 61403 0
0 13245 1
0 65888 1
1 32283 74380
0 15468 1
1 27287 67193
0 21130 0
1 1513 96033
0 44222 1
1 11240 21164
1 27064 52386
1 61492 72744
0 49235 1
0 13270 0
0 88067 1
0 79647 0
1 24198 39202
0 56386 0
1 48228 51108
0 87628 0
1 82363 87279
1 26487 94313
0 17926 0
0 81244 0
0 74137 0
0 49721 0
1 63457 82789
1 14064 91273
1 24523 74412
1 56305 84946
1 52918 62410
0 56819 1
1 60081 96668
1 93009 96085
0 16502 0
0 28193 0
1 2203 12013
1 27157 72256
1 21103 59706
1 44168 63240
1 53134 59052
0 11683 0
0 85045 1
0 70696 1
1 41354 53827
0 86818 1
1 22736 69108
0 59076 0
0 44671 1
0 45167 1
0 71947 0
0 64369 1
1 26036 84020
0 91502 0
0 21603 1
1 66435 80735
0 88412 1
0 11959 1
1 56601 75437
1 42985 85973
1 11038 55035
1 68191 96316
1 15010 80623
0 17779 1
1 8434 18378
1 40455 81896
0 27748 1
0 21854 0
0 76956 1
0 39606 1
1 14468 92855
0 28539 0
0 27101 0
1 26162 57130
0 69773 1
1 63530 77953
0 3773 1
0 32238 1
1 29136 69455
0 48040 1
0 98515 0
1 26267 44111
1 3185 43561
1 25357 76856
1 84488 85317
0 75102 1
1 59201 86966
0 64510 0
1 41758 94427
0 36247 0
0 2298 1
0 4376 1
1 2406 23878
0 78655 0
1 66380 98883
1 63481 92495
1 7685 24083
1 64586 70657
1 61246 64143
1 12420 67876
1 7079 63555
1 10761 40645
0 65534 1
1 23058 48195
0 3315 1
1 47702 75149
1 29205 44081
1 47777 89369
1 15064 71039
1 20158 64331
0 59041 1
1 61375 94123
1 12792 89023
1 45324 79039
0 2423 1
1 31157 42619
0 76149 0
1 60871 80014
0 50907 1
1 767 36699
1 24748 60773
1 74930 91805
0 71378 0
0 91900 0
0 68281 1
0 22827 0
1 25564 85811
1 9169 43412
0 75000 1
0 94013 0
1 41507 98483
1 14106 21031
0 45963 0
0 74167 1
1 32291 39667
1 18898 61291
1 22742 35913
1 43000 91891
1 25777 77775
0 22751 0
0 11786 0
0 19522 1
1 66792 92681
0 18273 0
0 55811 1
0 54538 0
1 67975 72790
1 46169 47732
0 27599 0
0 74319 0
0 11602 0
0 65724 1
0 51248 0
1 50923 89841
0 7802 1
0 30816 0
0 793 1
0 26631 0
0 69453 1
0 84505 1
1 42807 79272
0 47108 0
1 23678 23794
1 3605 29886
1 40180 66812
1 24032 76375
0 36966 0
0 43877 1
1 29473 83294
1 28919 51706
0 63192 1
1 1459 3147
1 27084 76353
0 44747 0
0 873 1
0 17612 0
0 11688 0
1 25052 48083
0 56261 1
1 2795 51975
0 96993 0
0 80494 0
1 20569 57059
0 90151 1
1 13559 36477
0 30207 0
1 36754 83526
1 17745 65125
1 35826 54686
0 45136 0
1 9378 75615
1 73385 85052
0 40063 0
1 1149 14779
0 51722 0
1 11843 25321
1 14005 34325
1 14547 63283
0 91128 1
1 6730 27748
0 5964 1
1 11494 82909
0 41382 1
1 69798 76816
1 32824 33451
0 84191 0
1 21376 76317
0 7367 1
0 73136 0
1 74721 99215
0 92608 1
0 73561 0
1 44009 65058
1 12392 82854
0 11938 1
0 999 1
1 31757 76364
0 86874 0
0 7110 0
0 71791 0
0 10146 1
1 2222 64616
1 13685 48399
1 9352 23141
0 8457 1
1 43937 92926
1 30454 55393
0 47533 1
1 4003 28826
0 75697 0
0 98728 1
0 32795 0
1 17156 76498
1 42043 65749
1 12070 61259
1 30508 95722
1 53843 73465
1 44805 87625
1 71771 85767
0 50463 1
0 71229 1
0 22747 0
0 67188 1
0 69333 1
0 50970 0
0 73332 1
1 72380 77333
1 59937 77324
0 39520 0
0 17158 0
1 66832 99013
1 27655 46014
1 29352 58686
0 71339 1
1 13017 79782
0 94950 1
1 40240 42452
1 7947 20045
0 349 0
1 84312 94329
1 28784 57562
0 69358 1
1 35067 85226
0 51877 1
1 10338 12128
1 84213 98392
1 172 63090
0 66049 0
1 21045 99264
1 41022 82921
1 6424 18559
0 5552 1
0 56346 0
0 49603 0
1 1370 30848
1 44964 66071
0 86090 0
1 39206 79647
0 94799 0
1 33747 73945
1 9644 68849
0 55296 1
0 44269 1
1 62164 77242
1 50362 72449
1 8767 46846
0 25779 1
1 36700 75316
1 27660 58883
0 45129 0
0 75792 1
1 4123 72024
1 76386 77147
0 47848 1
1 78350 99269
1 52815 64706
1 16918 38588
0 12150 0
0 72880 0
0 32786 0
1 69441 98596
0 26667 1
0 37723 0
1 35407 36324
0 10566 1
0 83727 0
0 76905 0
0 59894 0
0 24569 0
1 22875 69450
1 4166 92616
0 21212 1
1 47510 81040
1 1774 10031
1 15100 91335
0 70752 1
1 20397 40722
1 14598 56225
0 46329 0
0 8270 1
1 6950 58028
0 36659 0
0 77202 1
0 53317 0
0 2275 0
1 28234 91767
0 64214 0
1 57108 95101
1 33808 51630
0 11097 1
0 64514 0
0 30380 0
1 57215 85145
0 45973 1
0 92743 1
1 51732 61383
1 22273 59340
1 12188 41653
0 27959 1
1 43881 71495
0 87006 1
1 45076 63531
0 4693 0
0 53081 0
1 62897 86349
1 6451 96559
0 91441 1
0 25531 1
1 43490 95443
1 65504 82274
0 22215 1
0 87843 1
0 45571 1
0 8276 0
0 98107 1
1 15769 97863
0 75779 0
1 13407 35225
1 84551 95432
0 92752 1
1 36784 77840
1 39727 70630
0 1451 1
0 39270 1
1 31777 85246
0 13880 1
1 7102 82934
0 74984 1
1 29296 53889
1 24220 93552
0 63663 0
0 31503 0
0 63758 0
0 72568 1
0 55753 1
1 5519 32683
1 20936 36352
1 23159 99101
0 3701 0
1 1049 80988
0 56357 1
0 14549 1
1 78610 87729
0 51394 0
0 36655 1
0 7942 1
1 73132 73146
1 25050 93334
0 99296 0
0 29672 1
1 17989 73331
0 1226 1
0 91407 1
0 59706 0
0 73283 1
1 4229 35161
0 12375 1
1 34207 88265
0 17780 1
1 5570 94911
1 30642 62796
1 35571 88812
0 86891 1
0 72587 1
1 8608 29321
0 17722 0
1 34019 91239
0 85847 1
0 61079 1
1 894 21947
1 25677 57597
0 39735 0
1 9142 24057
0 47720 1
0 86197 1
0 95033 1
0 17400 1
1 35805 86494
1 84564 84678
1 28221 83106
1 3919 37151
0 92394 1
0 8098 1
1 205 87342
1 77005 89149
0 10237 0
1 41812 64138
0 62559 0
1 40921 78072
1 27017 66173
0 78478 0
1 17571 74611
1 11605 70537
1 60538 72993
1 4470 41618
0 76102 0
1 18145 94173
0 26497 1
0 6305 0
0 25607 0
0 63247 1
1 55160 92395
1 80229 84359
0 90082 0
0 70060 1
1 45904 65160
0 90918 0
1 26299 86392
1 10414 72788
1 63999 84479
0 78873 0
0 30424 0
1 29931 34398
0 96709 1
0 36199 1
0 32822 1
1 53 87841
1 14752 17966
1 89990 99271
0 37562 1
1 19906 65610
1 22186 63776
0 95224 1
1 7145 94644
1 19134 67780
0 64131 1
0 62726 1
1 14679 50313
0 23144 0
1 31917 64661
1 56754 97977
1 14062 79164
1 29397 88310
1 24303 49659
1 7191 55821
1 39515 91581
0 1866 0
1 1087 14049
1 92277 93135
0 11780 1
1 43275 65929
0 8876 1
1 83713 95057
1 1831 73405
1 27651 70117
0 66958 1
0 42612 0
0 26167 1
0 75723 1
1 1379 27998
0 6813 1
0 44335 1
0 57481 0
1 361 41272
1 25699 36833
1 21129 24377
1 12038 39964
1 14202 35417
0 51477 1
0 44991 1
0 9332 0
0 76357 1
1 44947 84396
1 30187 90195
1 33995 42813
1 73665 85645
1 1431 41226
1 20536 69013
1 44835 92606
0 34843 1
0 77837 0
1 70430 98104
1 4441 87582
1 74101 94620
0 7079 0
1 1292 17620
0 18083 1
1 8085 8958
1 2142 62295
0 37250 1
1 9005 64176
0 55610 1
1 19111 68715
0 5711 0
0 98640 0
1 43217 45096
1 87261 97312
0 78901 1
0 65974 0
0 54638 0
1 1053 68987
1 17101 49836
1 48463 94738
0 26431 0
1 4477 75616
1 36777 96263
1 86710 90690
0 11472 1
0 69834 0
1 17660 82456
1 27946 58788
0 10465 0
1 12805 98167
0 11355 0
1 21164 84176
0 14121 1
0 46559 1
1 12205 59061
1 79435 89692
1 54671 57602
0 9094 0
1 24023 28417
1 17216 74533
0 33440 0
0 41042 0
0 73312 0
0 3620 1
0 67607 0
1 84 56522
0 17708 1
0 66046 0
1 61685 90297
0 98984 1
0 90304 0
0 98813 0
1 31644 48732
1 20956 70546
0 83867 1
1 17081 84075
0 72603 0
1 4135 63222
1 67190 95507
1 42788 84559
0 7076 0
0 27330 0
0 98334 0
1 4122 19719
0 72388 1
0 35636 1
1 78743 99066
1 31823 77714
0 5645 0
1 35945 56345
0 32834 1
0 88939 1
0 5042 1
1 13623 47884
1 1063 99810
0 68315 1
1 66239 88061
0 91103 0
0 28109 0
0 91668 1
0 58327 1
0 4256 0
1 55320 97801
1 2617 51657
1 2786 7511
0 76875 1
0 9806 1
0 83606 1
0 61770 0
1 19825 44360
1 30073 48521
1 39253 98695
0 95582 0
0 9706 1
0 63836 1
1 55599 70190
1 25634 41126
1 3008 4119
1 16774 65005
0 85052 0
1 18454 19628
0 3240 0
0 46449 0
0 43582 0
1 28677 88290
1 32440 76852
1 6080 43667
1 10994 74697
0 92836 0
1 36062 36821
1 35832 81658
0 73898 0
0 59476 0
1 4440 27282
1 24654 63410
0 63821 0
0 45691 0
1 28831 91568
0 87771 0
1 60440 97609
0 91335 0
0 78131 1
0 3719 1
0 12118 0
1 22843 50567
0 10559 1
1 55126 97339
1 32368 58970
1 36004 69149
1 77724 82247
1 13770 30592
0 32737 0
1 22102 67156
1 6301 72583
0 55488 1
0 21229 0
1 33982 75031
1 35081 79257
0 73004 1
0 49928 1
0 96089 1
0 68973 0
0 86359 1
0 34290 0
1 10175 94697
1 56000 99954
0 26955 0
0 64476 1
1 21975 53859
1 12905 75668
0 36530 0
1 17118 38496
1 11356 14886
0 78349 0
0 6520 1
1 2035 9320
0 39058 1
0 92050 1
1 15795 41527
1 24143 51494
0 9565 1
1 69038 94449
1 68143 89089
0 16512 1
0 68478 1
0 38837 1
0 77124 0
1 43147 84063
1 2675 79423
1 36205 86784
0 61990 0
0 66598 0
0 93587 1
1 656 86838
1 10680 44206
0 34443 0
1 16327 66046
0 14233 0
1 25586 30303
0 5516 1
0 25872 1
0 68287 1
0 22552 0
0 12810 1
0 35523 0
0 74128 0
1 80410 97062
0 65767 0
0 15314 1
1 71267 88370
1 10881 96807
1 49690 66379
1 65168 91752
1 26771 37113
1 14020 45935
0 51311 1
0 96456 0
1 54745 85756
1 26687 94715
0 43000 0
0 79516 1
1 8366 31968
0 65084 0
0 72616 1
1 51353 78683
1 19123 59846
1 11571 77695
0 51721 1
1 7442 74846
0 41972 1
1 42213 62321
1 865 4150
0 40403 0
0 9647 1
1 57711 64811
1 35811 43681
1 3070 15755
0 7273 1
1 7870 91051
1 54851 87743
1 47576 85221
0 16020 0
0 75782 1
0 4001 0
1 5645 97996
0 60325 0
0 28678 1
1 33549 67371
1 37079 83799
0 82259 0
0 19050 1
0 11358 0
0 20974 1
1 40101 85631
0 52588 0
1 32186 36833
0 33917 0
0 60320 0
0 48001 1
1 39650 73086
0 58020 1
1 51755 55628
1 44465 83796
1 8271 14264
1 18288 69446
0 29044 1
0 51521 1
0 40993 1
0 40592 0
0 17647 0
1 63430 82122
1 10390 45700
1 26207 37702
1 68335 83116
0 68553 1
1 8434 44612
0 59011 1
1 31280 33309
0 86296 1
1 66643 84569
0 74847 0
0 78928 0
1 59396 80293
1 27434 75114
0 84225 1
1 64042 88020
0 86393 1
1 48183 84997
0 7709 1
0 73212 1
1 40000 57879
0 31541 0
1 34437 59778
1 12270 73180
0 72763 1
1 88185 99948
1 4641 56602
0 23529 1
0 58065 1
0 84061 1
0 2909 0
0 88126 0
0 11850 0
0 4599 1
1 23376 57113
0 64167 1
0 69776 0
1 5293 49046
0 10394 0
0 84633 1
0 93673 0
0 70136 0
1 23303 55740
1 21681 76338
0 74218 1
1 19161 56014
1 49218 60788
1 5570 76383
1 32872 36497
1 14035 72851
1 82359 83881
1 37408 53565
1 33094 55487
1 27196 83573
1 25830 74570
0 90811 1
1 62644 89846
0 36552 0
1 30975 77387
1 43984 49990
1 80812 85494
1 41385 70505
0 55401 0
0 14799 0
1 35321 46810
1 46616 81081
0 44569 0
0 50651 0
0 40505 0
1 19356 93293
0 71422 0
0 52439 0
1 2121 16621
1 38271 99877
1 2846 98527
0 9357 0
0 95751 0
0 37342 0
0 89875 1
0 21831 0
1 3998 79878
0 79077 0
0 38729 0
1 43399 52210
1 8431 77241
0 33813 0
0 84431 0
1 65994 77998
0 34572 1
1 25257 67038
1 34933 95135
1 6763 93270
0 91684 1
1 19775 92349
0 51043 0
1 6039 58496
0 29685 1
0 77004 0
1 10491 78633
1 87385 99558
0 86505 1
0 61228 0
1 78623 95252
0 39636 0
0 55948 0
0 42282 0
0 8577 1
1 39462 47607
1 1372 23330
1 63128 63934
1 6138 79709
0 33632 0
1 34043 47697
0 37233 1
1 32788 91350
1 57909 70882
0 75439 1
1 21807 48994
1 16477 30739
0 15587 0
1 28585 36710
0 60716 1
0 27931 0
0 40978 1
0 15152 1
1 86505 94892
0 16714 0
