9999 20000
0 2111 2
1 849 6308
0 8679 0
0 3017 0
1 2918 9090
0 7485 2
0 7319 0
1 686 7408
1 3235 3814
0 1684 0
0 629 0
0 8209 1
0 2172 1
0 3040 2
0 4761 1
0 9019 2
1 7835 9287
0 6105 0
1 5700 6353
1 3874 9131
1 839 4867
0 4470 1
1 2809 4237
0 5857 0
1 5116 7298
1 121 5960
0 1265 2
1 6503 9787
1 5825 9766
0 3814 0
1 1685 7336
1 409 5693
1 257 779
1 5198 7083
0 8587 1
0 8363 1
0 1532 2
0 8060 1
1 3252 9334
0 7 1
1 2815 7204
0 4898 2
1 2398 9398
1 878 2037
1 4210 6131
1 379 2878
1 716 8924
0 1439 0
0 2095 0
1 4043 5607
0 8999 0
1 1928 2187
1 150 4424
1 778 1675
0 2247 0
0 5723 0
0 9957 1
1 1528 2951
1 7727 8302
0 7466 0
0 9831 1
0 839 1
0 2237 0
1 2162 7608
0 7552 2
0 1703 2
1 6900 9493
0 4396 2
1 639 6383
1 2370 8698
0 1980 1
0 3198 0
1 7344 8014
1 5953 7442
1 7716 9587
0 5227 1
1 659 5022
1 802 5546
0 8228 0
1 2282 3135
0 9552 2
0 5596 0
0 2263 2
1 159 995
1 4126 7385
0 8152 2
1 2365 5077
0 675 0
1 1151 7901
0 5381 1
0 2466 0
0 8517 2
1 1417 3666
0 7773 2
1 2126 5219
0 8726 2
1 9249 9904
0 6381 0
0 7449 1
1 684 8366
0 3609 0
1 136 3749
0 9895 1
1 5774 8929
1 4156 4683
0 7816 1
1 4214 9723
0 5768 1
0 3236 1
1 5835 7850
1 7004 8898
0 622 0
1 2961 3454
1 167 9183
1 1499 8790
0 1432 0
0 4567 1
0 8110 2
0 2589 1
0 5835 2
1 1446 9581
0 3589 0
1 2618 2814
1 4133 6641
1 4209 4775
0 9889 1
0 3058 0
0 3855 0
0 9208 0
1 4664 6095
1 5089 8795
0 1392 2
1 2779 6549
0 1548 2
1 936 7837
0 4724 2
1 878 8387
1 3254 7005
0 6085 1
1 1778 5002
0 747 2
0 2979 2
1 7815 8501
1 7621 8936
1 5423 8032
1 3155 8828
0 108 2
0 5530 2
0 2832 0
0 4524 0
1 2359 2522
1 3056 8846
1 5766 9996
0 6973 0
1 5233 5791
0 7994 0
0 489 0
0 6732 2
1 4737 6070
1 692 3335
0 7532 1
1 836 2556
0 5849 1
0 609 1
0 7586 0
0 4125 1
0 247 1
1 5136 6796
1 5646 7247
0 8595 1
1 2134 5455
0 1634 1
0 4079 1
1 1184 2225
1 1854 3909
0 9035 0
1 8583 9530
0 7139 1
0 1326 0
1 5333 6828
1 4837 9769
1 756 3237
0 5472 0
1 6137 8425
0 8637 0
0 110 2
1 833 4455
0 8204 2
0 8200 1
1 6392 6839
0 6406 2
1 3576 9676
0 7652 0
1 513 5867
1 2061 7024
0 2093 0
0 723 2
1 2635 8432
1 7514 9590
1 4486 8580
0 2684 1
1 1882 7186
0 3109 0
1 4740 5441
0 5342 1
1 6851 9845
1 947 4272
0 8749 2
0 1451 1
1 3461 7322
0 456 1
1 3458 6387
0 5862 2
1 2454 6690
0 2019 2
0 4138 1
0 8753 1
1 7193 9939
0 3693 0
1 2365 9949
0 8298 0
0 9044 2
1 3879 9476
1 2763 9433
0 2177 0
1 4291 8048
1 3413 4461
1 4197 9985
1 1730 6670
0 6346 1
1 2900 5150
0 1207 0
0 5393 1
1 7843 9039
0 6171 0
0 3938 1
0 1529 1
1 2688 9868
1 190 3970
0 2420 0
0 3584 0
1 3102 4924
1 1810 8201
0 6001 0
0 5038 2
1 8703 9540
1 2958 9481
1 3026 4038
1 4797 7850
1 2764 6260
0 8924 2
1 1381 9011
1 1583 5894
0 4501 1
0 1375 1
1 3989 7240
1 4259 5682
0 3170 0
0 6503 0
0 3320 1
0 4142 1
1 6968 7509
1 2283 6441
0 8725 0
0 4433 0
1 616 1124
0 3817 0
0 9433 2
1 6494 8403
1 2564 8973
0 9256 2
1 1636 8181
0 3331 0
1 4607 8996
1 119 7198
1 4062 6123
1 1237 5136
0 2619 2
0 7374 1
1 5877 8977
0 9255 2
1 2155 5794
0 4497 1
0 1141 2
1 1746 7070
1 2445 6198
1 8167 8850
1 1001 8545
0 921 0
1 748 4925
0 4492 0
1 7365 9005
0 7932 0
1 6315 9594
1 615 976
0 5566 1
0 3711 0
1 2837 9347
0 536 1
1 7074 7254
1 2442 8637
1 495 3808
1 682 5006
1 2838 7242
0 2915 1
0 8675 2
1 3736 6486
0 8190 2
0 2985 1
1 1573 3516
1 3984 4235
0 1262 2
1 3773 5364
1 2809 3339
1 6908 7830
0 3279 1
1 3117 4320
1 2588 6204
1 2299 4676
1 4235 6362
0 4206 2
1 3058 6341
0 7097 0
0 4516 1
1 5456 7217
0 7474 2
0 849 1
1 209 4103
1 5962 6174
0 509 0
1 1582 3927
0 9297 2
0 4772 1
0 6121 2
1 9437 9587
0 5733 2
0 4479 1
1 4048 9435
1 2539 4446
1 1553 2790
1 903 7080
1 2033 3893
0 3265 1
0 2445 2
1 4495 8972
0 2829 2
0 230 1
0 3984 0
0 342 1
1 7407 8258
1 3491 6456
1 617 2690
0 2547 0
0 7933 0
1 2006 7609
1 50 6699
0 3429 1
1 1165 7239
0 6237 0
0 2973 0
0 2115 0
1 1467 2521
0 1115 2
0 5027 2
1 3211 6004
0 7378 2
1 3771 8268
0 6918 0
1 1789 5100
1 5396 6588
0 6875 2
1 4662 7776
0 909 1
0 7175 1
0 2645 2
1 3920 7963
1 978 5707
1 2107 6472
1 3303 7623
1 3788 7891
1 3185 4986
1 1351 2431
0 9928 0
1 2814 3881
0 7639 1
1 5056 7016
1 5186 8725
1 2723 7504
1 825 5312
1 8036 9373
0 3809 2
1 326 1880
0 89 1
1 4679 4872
1 811 4219
0 9511 1
1 102 7864
1 6685 8881
0 5129 0
1 1833 5718
1 6163 6905
1 1164 4896
0 8742 0
1 4629 6908
0 9862 1
1 2090 6301
1 1911 3453
1 5510 8537
0 7381 0
0 6105 2
0 5037 0
0 5165 2
0 9272 2
0 7755 1
1 8901 9269
0 8104 1
1 1123 2787
0 1065 1
1 5486 7410
0 199 2
1 777 4563
0 1181 2
1 1861 9041
1 546 5056
0 2882 0
0 3305 2
0 9173 0
1 108 4436
0 5278 0
0 3718 1
1 2111 7061
1 5401 9170
1 1522 1961
0 213 2
0 324 1
0 3056 2
1 831 6359
0 8355 2
0 8683 1
0 4239 2
0 4761 2
0 21 2
1 3605 7085
1 712 9115
1 2959 8888
0 6305 1
0 1853 2
1 3558 7380
1 4226 4855
0 5360 0
0 5934 2
0 409 0
0 805 0
1 3760 7830
1 1773 9372
1 4781 7622
0 8165 0
1 1134 3122
1 606 2910
0 8521 2
1 820 9761
0 4415 1
1 3254 8672
0 1669 1
1 5839 7749
0 3631 1
0 7889 2
0 1117 2
0 8002 0
1 6784 7446
0 8311 1
1 8204 8841
0 3609 2
1 4834 6555
1 6316 9149
0 4663 1
0 8982 0
1 4457 9719
0 1536 0
0 1767 0
1 895 4664
1 6032 9601
0 3205 2
1 3503 5042
1 295 4129
0 3530 1
1 73 1408
0 2218 1
0 8250 0
1 6881 8050
0 3768 1
0 9662 2
0 8434 0
1 6513 8972
1 3399 5005
0 8669 1
1 1535 5131
1 3470 7063
0 6317 2
1 5593 6664
1 1267 5038
0 3209 0
1 123 5337
1 1175 5265
1 1267 6414
0 4796 1
1 4747 7314
0 6067 2
0 6069 2
0 2965 0
0 7757 1
1 626 8946
0 6456 2
1 73 9202
1 1498 4461
1 731 6477
1 8473 9763
0 3442 0
1 441 1301
1 3398 7989
1 4606 8657
0 4458 0
0 8345 2
1 911 8981
0 7798 2
1 38 3364
0 9897 0
1 5627 9321
0 5504 0
0 1638 0
0 9615 2
1 6854 9721
0 6966 2
1 933 2643
1 3835 9970
0 6879 0
0 5537 2
1 6085 7340
0 9252 2
0 8011 1
0 922 2
0 9198 0
0 8157 2
0 4159 0
1 613 7402
1 1498 7978
0 9604 2
0 5326 1
1 1129 1691
1 2569 9048
0 5510 2
0 2230 1
1 1473 4776
0 9292 1
0 4746 1
0 9190 0
0 8375 0
0 9928 1
1 551 7794
0 9406 0
0 2369 0
0 6658 2
0 2394 2
0 2342 2
0 9483 2
0 1161 2
1 6949 8768
0 5616 0
0 8522 1
1 7127 8038
0 4608 1
0 7253 1
1 1713 8550
0 224 0
1 4387 4833
0 6155 1
0 3775 2
0 6633 2
1 8592 9734
0 6507 2
0 3502 2
1 4249 6508
1 3585 5987
0 162 2
0 8214 1
1 4182 4500
1 2256 2759
0 630 2
0 2076 1
1 375 9715
1 187 2325
0 6341 0
0 6424 1
0 4415 0
0 3003 2
1 30 8386
1 3799 5291
1 2699 7868
1 2063 9922
0 219 0
1 7149 7320
1 383 6602
1 846 8349
0 655 0
0 7552 1
0 1618 1
1 8627 9217
1 2064 5302
0 6835 2
0 3754 2
1 2783 5755
0 7792 0
1 2385 5024
1 1739 6285
1 6206 6577
1 2031 2714
0 5517 1
1 563 2928
0 7907 2
1 503 5053
1 1214 4576
1 1131 4452
0 5707 2
1 1236 5135
1 681 2543
1 4439 5092
1 6469 8218
1 3641 8111
0 1237 0
1 3923 4729
1 4042 5811
1 157 1422
0 1401 2
1 7508 9964
0 6368 1
1 4271 4412
0 372 1
1 4479 6390
0 9030 2
1 5630 6980
0 4117 2
1 4010 4612
1 4353 9674
0 3133 1
1 2312 3802
1 5679 9044
1 6425 8130
0 3935 2
0 5916 0
0 8490 1
1 3209 5872
0 3596 0
0 7949 1
1 6615 9713
1 375 4878
1 3727 4480
0 4877 2
1 6558 8819
1 1019 3324
1 6906 7899
0 7328 1
1 1136 4754
0 6766 1
1 48 9879
0 2709 0
1 1667 3954
1 268 2178
0 9902 0
1 5294 8414
0 6640 1
1 1202 1482
1 5110 5286
0 3199 1
0 7119 1
0 2475 0
1 1363 8436
1 2228 3733
0 8018 2
0 6943 0
1 4318 5555
0 241 1
1 3014 9677
0 9830 1
1 3902 6552
0 7159 2
1 1216 6632
1 6212 6769
1 6084 8136
1 2517 3566
1 3612 6143
0 3734 0
1 4458 9770
0 1178 0
1 2840 4676
1 779 4260
0 3266 2
0 2265 0
0 5134 0
0 6012 1
0 8298 1
1 2918 6603
0 5279 0
0 1080 0
0 725 2
1 2079 5711
1 1599 9719
1 6882 9004
0 6883 1
1 4713 5679
1 595 7706
0 7243 1
1 6978 7064
0 1595 1
1 5999 6912
1 842 8110
1 3882 4294
1 5824 8138
0 2003 1
0 1604 0
0 6628 1
1 2731 9111
0 3629 1
0 62 0
1 1296 6951
1 3076 9214
1 4322 5754
0 4008 1
1 974 9164
1 2475 6762
0 9675 1
0 8529 2
1 685 8810
0 4715 0
1 4988 8638
1 1926 6924
0 6512 0
0 826 1
1 2181 5697
0 8081 2
0 6072 1
0 8930 2
0 1847 1
0 4995 2
0 7071 2
0 2653 0
1 2603 4198
1 5915 9048
1 3578 7914
1 4712 9298
1 198 1543
0 3668 2
1 3902 9906
1 3356 8129
0 4624 0
0 4888 1
0 4069 2
1 8921 9709
0 1208 1
0 4010 0
1 5619 8477
1 2698 8494
0 3017 0
0 2739 2
1 8000 9454
1 1021 9158
1 5501 6033
1 878 7890
0 7597 0
1 1361 7918
1 1442 5332
0 1962 2
0 2689 0
1 8251 8934
1 4498 7540
0 9305 0
1 43 5098
0 8317 2
1 7196 9686
0 8448 1
0 4995 1
1 1762 4273
1 3911 8587
1 3434 9307
1 249 7922
0 8695 2
0 2630 0
0 7148 2
1 2822 5893
0 8173 1
1 1790 9743
0 1234 1
0 3786 1
1 5376 9062
1 2982 3203
0 8020 1
0 7991 2
1 1212 6677
0 9316 0
1 800 7547
0 6462 0
0 5527 0
1 2734 9304
1 3007 4878
0 4482 1
1 3955 8470
1 5654 6552
0 1331 2
1 496 8363
1 3829 7856
1 3276 4494
1 1206 3478
1 5394 6249
0 9790 0
1 18 8720
0 3733 1
1 4704 5038
0 7529 1
1 5040 7686
1 3907 7519
1 179 3202
1 1188 4614
1 4170 5116
0 8032 1
1 2814 3730
1 5236 5554
0 565 1
0 2089 1
1 5954 9138
0 5783 0
0 1137 2
1 1327 8088
0 6954 2
1 3071 3395
0 3621 0
1 455 5386
0 9370 2
1 3978 6023
0 6079 2
0 1111 0
0 1508 0
1 780 4259
1 4225 8877
1 6119 6692
1 430 8627
1 238 570
1 7979 9688
1 5858 8887
1 6721 9281
0 3296 1
0 6069 2
0 5707 1
1 434 2181
1 1126 8660
1 4402 8783
0 7663 2
0 8461 2
0 8054 1
0 5675 0
1 1145 2968
1 2548 6906
0 2561 1
1 4427 5594
0 2262 2
1 3682 7600
0 3713 2
1 89 7600
0 6968 2
1 5952 8504
0 4274 2
1 3836 8764
0 3194 2
1 3920 6238
0 3392 1
0 2457 2
1 6016 6944
1 1610 9052
1 639 6865
0 3769 0
1 1129 2424
1 7895 8781
0 3730 2
1 4654 7427
1 561 4344
0 7013 1
0 7349 1
0 2255 2
0 8827 0
0 7978 0
1 1529 4583
0 1204 0
0 705 0
0 5022 2
0 6982 0
1 4254 6221
1 146 1959
0 3804 2
0 2926 1
1 8712 8880
1 4106 5390
0 1410 2
1 2676 4645
0 1599 1
1 4567 5647
1 6296 8290
0 7640 1
1 4610 7211
1 1002 4604
0 4126 0
1 4526 6895
0 5899 1
0 4415 2
1 1936 3919
0 9944 1
1 2272 9768
0 8940 1
1 7942 9055
1 4048 8086
0 3008 1
0 855 2
0 7945 2
1 607 3626
0 6327 1
0 4806 1
0 7355 0
1 71 829
0 2497 2
1 8183 9431
0 5761 0
1 7064 8029
0 7330 2
0 876 2
1 1336 6523
1 3555 8402
0 2569 1
0 7164 2
1 5958 8213
0 891 1
1 201 1971
0 3630 1
0 9349 1
1 4544 8230
0 2273 2
1 1275 3074
0 6404 1
1 2435 9872
1 8704 9844
1 919 5585
0 2145 2
1 389 766
0 1563 2
0 2003 1
0 586 1
0 783 1
0 3676 1
1 5425 7146
0 9421 2
0 2140 2
1 731 9872
0 8835 2
0 5223 1
1 4701 8528
1 6896 7901
1 3005 6704
0 9931 2
1 803 1065
1 8683 9690
0 7154 1
0 7035 1
0 1043 2
1 7653 9646
1 5508 6614
1 135 7601
1 3453 6527
1 5272 5278
0 5006 2
1 3792 6443
0 133 2
0 6187 1
0 5674 2
1 71 2266
0 8659 0
1 498 3626
1 6325 8431
0 9686 2
0 2223 0
1 65 3684
1 1814 5017
1 1420 8707
1 4956 6654
0 4904 0
1 224 9204
0 9741 2
1 437 1339
0 4026 1
1 4503 4992
1 1036 7337
0 5004 2
1 5024 5753
1 4613 6500
1 427 8035
1 3901 6716
1 100 7776
1 5770 9728
0 5112 0
0 5785 2
0 9638 0
0 389 2
0 5838 1
1 5210 5678
0 4256 2
1 2904 4424
1 1231 4031
0 6085 1
0 9300 2
0 8369 1
1 654 3286
1 1524 5528
0 4143 2
1 1298 1411
1 7460 7559
1 5538 5587
0 98 1
0 2251 2
0 8054 2
0 9127 2
1 5927 9356
0 1674 1
1 2105 5738
1 526 2995
1 1790 3301
1 1989 9277
1 5476 6679
1 6187 6787
1 2186 3088
0 2443 1
0 8738 0
0 2563 1
1 244 7564
0 1050 2
0 8918 0
0 2679 2
1 1506 4907
1 663 4193
0 929 0
1 3071 7877
0 6649 0
1 196 8353
1 3321 5571
0 818 2
1 5526 8422
0 3810 0
0 6546 2
1 2087 8404
0 7326 2
1 6640 9367
1 3213 6399
1 7460 8829
0 4110 2
1 3979 8167
1 4811 7679
0 8060 0
1 4621 6070
1 54 465
0 9365 1
1 3996 5407
0 1958 1
0 8603 1
0 2224 1
1 3213 8266
1 5602 9986
0 7460 1
0 1238 0
0 6212 1
0 3055 2
0 123 1
1 7948 8927
0 589 1
1 1370 4630
0 8366 0
0 6211 2
0 1326 1
1 8172 9725
1 1344 4915
1 336 7327
0 4377 2
0 3553 0
0 8809 1
0 2102 1
1 2831 5938
1 461 2046
0 7752 0
0 1165 1
1 2260 8442
0 5029 1
1 791 4167
1 2511 6912
0 2748 2
0 3041 0
1 208 9580
1 3807 8594
1 3223 7053
1 280 7930
0 6127 2
0 53 1
0 2411 1
0 1929 0
0 5021 1
0 2166 1
1 2433 7245
0 4653 1
1 1186 8730
0 7693 2
0 3914 2
1 7665 8677
0 1023 1
1 6867 8406
0 5521 0
1 3478 7143
1 4152 6180
0 1207 1
0 5709 0
0 9493 2
1 1665 7530
1 3302 8350
0 1014 2
1 9346 9430
1 8666 8710
0 901 1
1 4802 9797
1 4349 8751
1 4278 4320
1 1554 6522
1 6403 6766
0 316 0
1 7162 8414
0 1581 1
0 1849 1
1 813 5684
0 66 0
0 2981 0
1 7554 7605
0 8110 2
0 9635 2
1 519 2132
0 7471 0
1 2070 7693
0 2014 0
0 19 1
1 1524 5244
1 6099 9032
0 8930 0
1 2771 9124
1 1703 7409
0 8448 1
1 6401 8239
1 6427 9993
1 3297 5372
1 3323 4475
1 6907 9792
1 1114 7610
1 49 1367
1 2402 5080
1 5170 8234
1 5327 6786
1 1216 2251
1 3420 5692
1 1977 8137
1 3972 7565
1 5476 8734
0 5939 0
1 5385 7664
1 3982 8148
1 397 3091
1 327 2045
1 5313 9218
1 972 6436
1 3059 4685
1 3885 8500
1 1285 9474
1 3710 8113
1 1008 1640
0 7984 1
1 4239 4338
1 7338 8670
0 6067 1
0 4313 1
0 6116 2
0 7150 2
0 8739 1
1 879 2930
1 2044 6588
0 5154 2
0 1186 1
1 2732 9783
0 9085 0
0 9017 0
1 2042 9786
0 3124 0
0 6814 1
1 7707 9225
1 1813 4557
0 4403 0
1 6044 7352
0 1727 2
0 387 1
0 7400 2
1 2903 3128
1 116 9801
1 736 7192
0 1851 1
0 9555 2
1 1828 7282
0 7121 0
0 7029 2
0 910 1
0 6875 0
1 4764 5971
1 1245 1732
1 1842 6514
0 7459 0
0 8432 2
1 1914 7110
0 7254 2
0 2784 1
1 5929 8539
1 4119 4469
1 4300 8114
1 2992 3987
1 680 3449
0 6722 1
1 1926 8913
0 6615 2
1 316 9498
1 4589 9877
1 3406 4646
0 9842 2
1 4316 4627
0 219 1
0 4982 0
0 7903 2
0 4996 0
1 2374 6769
0 8904 0
1 2367 4429
0 9319 0
0 4587 2
1 5834 9362
0 7605 2
0 5187 0
0 3348 2
0 8807 1
0 7395 0
0 8440 0
1 6698 7627
0 6458 0
1 2660 5908
0 3511 2
1 2946 5386
1 5333 9870
1 7243 9369
1 3348 3633
0 8339 0
0 1283 2
0 4019 2
0 5139 1
0 9248 1
0 8186 1
0 539 2
1 3318 5957
1 4388 6775
1 3747 7562
0 4185 1
1 2187 9467
1 6586 7488
0 9226 0
1 2243 2687
1 3203 5628
1 5557 5923
0 5216 2
0 8718 2
0 3278 0
0 7389 0
1 4483 7607
1 578 7350
1 1553 2261
1 5306 5596
0 1077 2
0 6105 0
0 8956 0
1 2547 5901
0 9910 1
1 356 8590
0 6262 1
1 321 8647
1 7609 9094
0 8270 2
0 8481 2
0 4657 1
1 1306 5691
0 8057 0
1 457 4223
0 14 2
0 9741 1
1 3567 6481
0 8103 1
0 4136 2
1 394 6485
1 292 7074
0 5220 0
0 7072 0
0 2613 1
0 3365 0
0 5821 0
1 573 7078
0 6808 2
0 9080 1
1 5805 6815
1 615 9479
1 3956 8555
1 535 4420
1 271 2763
1 79 1540
1 6309 6835
1 3070 9928
