1000 1000
0 878 1
1 536 996
1 261 839
0 343 2
1 465 797
1 5 782
1 11 936
1 317 794
0 783 2
0 173 0
0 960 2
1 798 852
0 113 2
0 455 0
1 67 581
1 123 279
1 487 650
1 84 676
0 663 0
0 330 0
0 8 1
1 641 705
0 320 2
0 599 1
0 251 0
1 199 244
0 158 2
0 888 1
0 691 2
1 502 974
0 314 1
1 511 753
1 315 840
0 240 0
0 628 0
0 729 1
1 428 633
0 803 2
1 218 724
0 770 0
1 128 412
0 907 0
0 964 0
1 432 562
1 368 566
0 187 1
0 275 0
1 687 844
0 554 0
1 103 474
0 601 2
1 617 664
1 404 811
1 62 732
1 680 973
0 906 0
0 706 0
0 771 0
0 857 1
0 123 0
0 10 0
1 16 991
1 263 934
0 491 2
1 833 976
1 24 468
1 85 747
0 194 1
1 102 336
1 139 157
1 499 658
1 597 639
0 368 1
0 694 1
1 665 714
0 365 2
1 120 251
0 670 1
0 246 2
1 386 844
0 559 1
0 207 0
1 469 588
1 551 864
1 114 231
1 96 393
0 701 0
1 631 926
0 737 0
0 680 0
1 139 497
0 739 0
1 560 889
1 314 622
1 846 910
0 316 1
0 72 1
0 563 2
1 205 510
0 870 2
0 819 2
0 600 0
1 307 1000
0 87 2
0 806 0
0 640 2
1 109 199
0 846 0
1 19 857
0 640 2
1 464 850
1 545 907
0 802 2
1 37 743
0 784 1
0 575 2
1 434 872
1 644 891
0 873 2
0 15 1
1 116 429
0 689 2
0 998 1
1 288 865
1 570 893
1 302 952
0 158 1
0 332 2
0 47 0
0 97 2
1 268 623
0 929 0
0 424 0
0 618 0
0 15 0
0 826 1
0 836 1
0 741 1
1 279 394
0 860 0
0 598 2
1 499 955
0 938 0
0 634 1
0 89 2
0 153 0
0 949 2
1 69 515
1 200 909
0 145 0
0 266 1
1 21 428
1 262 369
0 532 1
0 123 0
0 153 1
1 364 769
0 763 1
0 736 2
0 212 2
0 531 1
0 650 1
1 595 736
0 337 0
0 304 1
0 158 2
0 613 1
0 977 0
1 568 966
1 88 993
1 109 674
1 343 756
0 931 2
0 192 2
1 450 903
1 122 298
0 160 2
1 168 204
0 652 0
1 153 845
1 112 597
0 441 2
0 156 0
0 522 0
1 463 899
0 869 0
0 880 0
1 200 568
1 542 799
1 245 330
0 932 2
1 40 683
0 849 1
1 726 784
1 104 518
1 960 961
0 280 0
1 319 822
1 192 622
1 411 926
0 188 1
1 251 991
0 684 1
1 171 868
0 355 0
1 395 478
1 832 882
1 897 997
0 152 0
1 217 805
1 464 499
0 529 2
1 21 770
0 838 0
0 735 2
1 507 555
0 560 1
1 499 667
0 798 0
1 214 271
0 621 1
1 656 861
0 616 0
1 617 683
0 185 0
1 746 824
1 192 273
1 19 513
0 343 0
1 167 774
0 201 0
0 318 1
0 793 2
0 848 2
1 40 324
0 704 1
0 880 2
1 404 891
1 567 906
0 446 2
0 97 2
0 191 1
0 748 1
0 349 2
1 638 684
1 207 801
1 70 635
1 182 353
1 498 564
0 223 0
0 640 2
1 141 996
1 258 683
1 807 943
1 262 893
1 534 650
1 610 760
1 50 964
1 550 787
1 66 134
1 827 911
0 58 0
1 387 400
0 548 2
1 734 842
0 22 1
0 105 1
0 684 0
1 328 895
1 456 689
0 111 0
1 654 903
1 449 909
1 5 152
1 223 859
0 692 2
1 407 537
0 49 2
1 99 400
0 115 1
0 288 1
0 496 1
0 460 0
1 537 660
1 13 54
0 647 0
0 27 0
1 260 488
0 353 1
0 567 0
1 508 748
0 542 0
0 622 2
1 100 230
0 812 1
1 51 962
1 451 874
1 484 658
0 339 0
0 607 0
0 135 1
1 164 745
0 762 1
1 84 403
0 914 1
1 93 411
0 810 1
1 378 544
0 355 2
0 971 2
1 224 941
1 50 312
1 86 725
1 238 485
1 108 901
1 246 343
0 208 2
0 364 0
1 233 986
0 510 0
0 690 1
1 23 243
1 234 389
0 76 0
1 583 915
0 690 0
0 168 2
1 402 564
1 255 592
0 263 1
1 94 381
0 730 1
0 503 0
0 457 1
1 206 789
1 478 802
0 745 0
0 676 1
1 250 401
1 57 115
0 836 0
0 235 0
0 893 1
0 578 0
0 281 1
0 439 2
1 236 746
1 668 871
0 534 0
0 780 2
0 333 0
0 288 1
0 183 0
0 141 1
0 894 0
0 353 0
1 715 938
1 222 920
0 883 1
1 414 572
0 720 0
1 601 969
0 540 2
1 341 758
1 483 747
0 893 2
0 908 0
0 355 1
1 907 919
1 36 983
1 84 274
0 923 2
0 516 2
1 178 736
1 815 986
1 479 697
0 923 0
1 295 608
1 601 839
1 333 485
0 681 1
1 274 659
1 23 993
1 50 868
1 425 652
1 144 629
0 361 2
0 377 1
1 246 944
1 95 438
0 298 1
0 758 2
1 297 415
1 313 369
1 464 669
0 483 2
0 883 0
1 232 416
0 165 0
1 159 809
0 654 0
0 412 2
1 9 590
1 355 539
1 211 827
0 265 0
1 648 999
1 103 756
1 98 349
0 360 2
1 329 419
1 570 907
0 656 1
0 267 0
1 9 585
0 489 1
0 875 0
0 912 0
1 444 497
0 293 1
0 518 0
1 742 847
0 226 0
1 212 265
1 641 782
0 55 2
1 399 587
1 179 844
0 843 2
0 241 1
0 387 2
0 974 2
0 104 0
1 311 698
0 474 1
1 227 501
0 53 1
0 203 2
1 769 902
0 950 2
1 629 632
1 194 234
0 857 1
0 503 2
0 53 1
1 468 933
1 833 846
1 149 740
0 838 2
0 373 1
0 829 1
0 704 0
1 283 376
1 709 970
0 995 0
1 7 496
1 323 478
1 491 981
1 1 565
0 31 0
1 294 677
0 14 0
0 521 1
0 959 0
0 983 2
1 387 910
0 835 0
1 449 793
1 175 181
1 352 488
0 812 1
0 315 2
0 885 1
1 225 272
0 873 1
1 26 195
1 157 303
0 646 0
0 162 1
0 1000 2
0 914 1
1 265 437
0 581 0
1 201 287
1 497 516
1 461 709
1 275 723
0 488 0
1 589 607
0 768 0
1 920 982
0 848 0
0 217 2
0 31 2
1 194 970
0 234 1
1 755 806
1 40 730
1 277 985
1 94 601
0 759 0
0 77 2
1 204 244
0 823 1
1 148 249
0 766 0
1 410 814
0 644 1
0 694 2
0 151 1
0 274 0
0 26 1
1 324 335
1 796 819
0 530 2
0 844 2
1 314 410
0 421 1
1 82 943
1 418 691
0 641 1
1 103 787
1 593 950
1 323 428
1 175 430
0 80 1
1 42 629
0 580 1
1 62 903
0 471 2
1 760 779
1 719 911
0 617 1
0 422 2
1 570 689
1 213 881
0 886 1
0 736 0
0 40 2
1 624 786
0 626 2
0 324 2
0 849 1
0 131 1
1 846 963
0 327 0
1 252 277
0 436 0
1 739 992
0 826 0
0 518 1
0 334 0
0 451 0
0 428 2
1 362 934
0 783 2
1 64 169
0 931 2
0 908 0
0 476 1
1 219 232
0 952 1
0 335 2
1 413 649
0 60 0
1 6 812
1 173 864
0 6 0
1 33 142
0 672 2
0 402 2
1 62 598
0 979 2
1 759 826
0 213 0
0 552 0
1 134 696
0 995 1
0 748 0
0 111 0
1 648 940
0 572 2
1 611 815
0 704 1
0 146 2
0 671 1
0 180 2
0 839 0
1 949 996
0 439 2
0 370 1
0 220 2
0 11 1
0 397 2
1 126 328
1 200 271
1 117 208
1 40 602
0 619 0
1 120 387
1 63 331
1 282 379
0 227 0
0 362 1
1 218 497
1 30 597
0 123 1
1 292 359
1 227 689
0 954 0
1 426 553
1 293 997
0 937 2
0 862 0
1 400 636
1 419 559
1 510 528
1 398 893
0 906 1
1 117 736
1 422 483
0 986 2
1 65 613
0 781 0
1 852 985
0 310 0
1 255 803
1 584 811
0 871 1
0 984 0
0 859 0
0 866 2
0 255 0
0 445 2
1 276 577
1 499 625
1 894 946
0 720 1
0 919 2
0 297 0
1 181 189
0 195 2
0 160 0
1 30 730
0 72 2
0 888 0
0 881 1
0 485 2
1 586 932
1 42 948
0 105 1
1 672 708
0 4 1
1 417 636
0 201 2
0 288 2
0 184 0
1 674 968
1 641 784
1 29 837
1 231 691
0 841 0
1 344 590
0 46 1
1 27 881
1 568 648
1 211 631
0 426 0
0 746 0
0 203 2
0 617 2
1 746 917
1 443 745
1 570 992
1 557 618
1 519 831
1 313 771
0 951 0
0 507 0
1 269 742
1 167 556
0 958 2
1 492 788
0 997 1
1 286 391
0 369 2
0 75 2
0 709 1
0 502 0
1 47 864
1 263 423
0 440 2
1 802 924
1 131 407
1 97 173
1 98 650
0 10 2
0 172 1
0 84 2
0 75 2
1 26 950
1 221 970
0 166 2
1 118 511
0 861 1
1 356 776
0 383 0
1 263 328
0 463 1
1 374 435
1 430 694
1 372 909
1 294 372
0 352 1
0 277 0
0 625 1
1 675 703
1 661 766
1 469 482
0 716 0
1 643 905
0 227 2
0 370 0
0 791 2
0 324 2
1 28 632
0 216 2
1 16 257
0 188 0
0 282 0
0 546 0
1 342 897
1 391 490
1 155 627
1 615 679
1 45 187
1 123 696
1 70 172
0 473 2
1 442 927
0 631 0
0 223 2
1 189 905
1 653 923
1 663 825
0 152 0
1 172 872
1 88 288
1 238 715
1 235 501
1 463 533
0 457 0
0 281 0
0 34 0
0 836 0
0 90 0
1 514 633
1 65 817
1 14 981
0 928 2
1 78 814
0 481 2
0 578 0
1 171 556
1 363 924
0 274 1
1 416 426
0 240 1
1 255 968
1 589 724
0 276 2
